temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.059,0.028,0.0
1,-6.990000000000009,3.359999999999957,0.054,0.038,0.011
2,-17.28000000000003,11.609999999999957,0.038,0.04,0.021
3,-32.74000000000001,22.599999999999966,0.039,0.04,0.029
4,-52.77000000000004,34.829999999999984,0.033,0.037,0.036
5,-76.28000000000003,49.81,0.058,0.038,0.056
6,-95.66000000000003,73.64999999999998,0.078,0.038,0.055
7,-122.18,96.91999999999996,0.062,0.031,0.062
8,-143.75000000000003,117.52999999999997,0.069,0.037,0.068
9,-159.73000000000002,138.81,0.088,0.038,0.048
10,-169.18,152.32999999999998,0.09,0.036,0.03
