temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.067,0.029,0.0
1,7.590000000000003,-10.050000000000011,0.109,0.045,0.022
2,19.97999999999999,-23.55000000000001,0.108,0.045,0.031
3,45.44,-52.09000000000003,0.094,0.043,0.056
4,67.29999999999998,-75.76000000000005,0.059,0.037,0.031
5,91.99000000000001,-85.27000000000004,0.033,0.036,0.036
6,116.16999999999999,-93.78000000000003,0.032,0.034,0.035
7,140.67000000000002,-102.91000000000003,0.039,0.036,0.036
8,159.04000000000002,-110.75,0.031,0.033,0.028
9,167.8,-114.80000000000001,0.035,0.031,0.014
