temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.038,0.022,0.0
1,-0.6100000000000136,6.769999999999982,0.049,0.036,0.014
2,-1.670000000000016,11.21999999999997,0.048,0.037,0.009
3,-3.25,20.579999999999984,0.042,0.04,0.019
4,-4.8700000000000045,29.159999999999968,0.035,0.033,0.017
5,-5.089999999999975,37.75999999999999,0.03,0.032,0.017
6,-7.1299999999999955,49.579999999999984,0.031,0.022,0.036
7,-5.910000000000025,65.19999999999999,0.053,0.025,0.039
8,-6.2099999999999795,85.46999999999997,0.056,0.02,0.041
9,-3.730000000000018,102.44,0.047,0.021,0.034
10,-3.2200000000000273,121.96999999999997,0.041,0.019,0.039
11,-2.8999999999999773,131.26,0.038,0.021,0.019
