temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.07,0.033,0.0
1,10.739999999999995,-14.420000000000016,0.11,0.053,0.032
2,20.709999999999994,-28.54000000000002,0.107,0.046,0.031
3,42.39,-59.74000000000001,0.103,0.042,0.068
4,60.17999999999999,-87.93,0.093,0.04,0.059
5,78.99,-114.77000000000004,0.069,0.039,0.034
6,95.42,-128.58000000000004,0.034,0.039,0.031
7,113.71,-140.66000000000003,0.028,0.029,0.033
8,130.44,-150.52000000000004,0.028,0.03,0.029
9,151.34000000000003,-164.78000000000003,0.03,0.029,0.039
10,162.88,-172.49,0.026,0.028,0.021
