temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.026,0.03,0.0
1,7.099999999999994,4.470000000000027,0.024,0.034,0.0
2,18.23999999999998,8.819999999999993,0.025,0.026,0.013
3,126.92999999999998,70.57,0.044,0.019,0.0
4,131.98,76.94,0.05,0.022,0.014
5,139.07000000000002,83.49000000000001,0.064,0.031,0.016
6,145.01000000000002,88.68,0.053,0.029,0.013
7,155.61999999999998,96.48000000000002,0.072,0.03,0.02
8,160.91,104.54000000000002,0.068,0.028,0.017
9,173.67,109.35000000000002,0.083,0.032,0.019
10,187.83,124.93,0.081,0.034,0.036
11,205.87999999999997,130.60000000000002,0.046,0.02,0.025
