temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.02,0.019,0.0
1,-9.170000000000016,3.769999999999982,0.027,0.024,0.014
2,-21.03000000000003,7.589999999999975,0.025,0.028,0.017
3,-34.410000000000025,13.989999999999952,0.035,0.027,0.024
4,-48.72000000000003,19.129999999999995,0.049,0.031,0.024
5,-59.25,28.310000000000002,0.055,0.033,0.023
6,-74.24000000000004,38.22999999999996,0.057,0.034,0.028
7,-87.15000000000003,46.339999999999975,0.058,0.035,0.024
8,-100.36000000000001,56.69999999999999,0.054,0.031,0.026
9,-111.69000000000003,66.70999999999998,0.056,0.031,0.027
10,-127.96000000000004,79.78999999999996,0.074,0.029,0.04
