temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.025,0.027,0.0
1,4.710000000000008,3.730000000000018,0.03,0.031,0.009
2,12.859999999999985,12.340000000000032,0.03,0.027,0.02
3,17.349999999999994,17.410000000000025,0.025,0.025,0.012
4,27.28,22.680000000000007,0.021,0.023,0.016
5,36.849999999999994,28.129999999999995,0.028,0.026,0.016
6,43.66,34.579999999999984,0.021,0.019,0.015
7,69.02999999999997,54.81,0.029,0.02,0.0
8,82.81,63.670000000000016,0.046,0.022,0.025
9,96.43,81.04000000000002,0.051,0.028,0.039
10,108.44999999999999,95.57,0.048,0.026,0.033
11,126.83999999999997,112.22000000000003,0.06,0.029,0.04
