temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.049,0.022,0.0
1,-3.8600000000000136,-7.740000000000009,0.07,0.039,0.016
2,-19.189999999999998,-25.810000000000002,0.067,0.036,0.041
3,-28.99000000000001,-36.120000000000005,0.065,0.034,0.024
4,-37.72000000000003,-47.870000000000005,0.062,0.035,0.026
5,-48.10000000000002,-63.170000000000016,0.047,0.032,0.021
6,-58.710000000000036,-71.75,0.034,0.033,0.021
7,-74.48000000000002,-82.89999999999998,0.03,0.031,0.03
8,-84.64000000000001,-90.88,0.031,0.031,0.02
9,-97.68,-101.41000000000003,0.03,0.032,0.027
10,-102.14000000000001,-104.92000000000002,0.028,0.029,0.009
