temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.058,0.031,0.0
1,-10.28000000000003,-8.490000000000009,0.085,0.043,0.021
2,-19.19999999999999,-18.870000000000005,0.072,0.038,0.024
3,-37.29000000000002,-41.19,0.069,0.034,0.051
4,-60.910000000000025,-66.84000000000003,0.06,0.037,0.043
5,-76.97000000000003,-82.38,0.034,0.034,0.033
6,-93.11000000000001,-96.85000000000002,0.023,0.025,0.035
7,-111.06,-107.25,0.029,0.025,0.031
8,-121.19,-121.92000000000002,0.037,0.023,0.032
9,-136.90000000000003,-129.3,0.024,0.02,0.025
