temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.087,0.037,0.0
1,11.949999999999989,-2.099999999999966,0.098,0.039,0.016
2,26.80000000000001,-2.4499999999999886,0.088,0.034,0.019
3,47.22999999999999,0.11000000000001364,0.075,0.041,0.026
4,75.13999999999999,3.4500000000000455,0.056,0.04,0.036
5,102.91999999999999,16.100000000000023,0.058,0.032,0.048
6,133.72,29.370000000000005,0.064,0.036,0.047
7,165.99999999999997,50.50999999999999,0.067,0.03,0.058
8,197.34,64.16000000000003,0.052,0.028,0.048
9,221.15,76.30000000000001,0.068,0.034,0.038
10,236.55999999999997,79.78000000000003,0.08,0.037,0.02
