temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.056,0.023,0.0
1,-19.870000000000005,-2.909999999999968,0.042,0.026,0.025
2,-36.31,-4.939999999999998,0.028,0.023,0.021
3,-74.94,-3.829999999999984,0.031,0.023,0.0
4,-95.94,-5.259999999999991,0.035,0.023,0.026
5,-118.69999999999999,-6.17999999999995,0.029,0.021,0.029
6,-147.83,-7.289999999999964,0.03,0.02,0.036
7,-177.88,-9.819999999999993,0.032,0.026,0.044
8,-212.41,-9.669999999999959,0.051,0.025,0.042
9,-258.22,3.740000000000009,0.073,0.028,0.067
10,-285.25,11.660000000000025,0.072,0.028,0.037
11,-299.98,17.58000000000004,0.067,0.029,0.022
