temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.071,0.032,0.0
1,6.550000000000011,-8.610000000000014,0.08,0.036,0.019
2,18.159999999999997,-20.519999999999982,0.078,0.035,0.028
3,26.879999999999995,-32.99000000000001,0.076,0.032,0.027
4,38.49000000000001,-45.52999999999997,0.076,0.029,0.029
5,52.76000000000002,-61.52999999999997,0.055,0.027,0.025
6,77.03,-75.74000000000001,0.039,0.029,0.036
7,91.47,-81.29000000000002,0.03,0.027,0.021
8,111.56000000000003,-90.49000000000001,0.028,0.029,0.031
9,129.07000000000002,-96.88,0.026,0.024,0.025
10,145.1,-104.63,0.027,0.024,0.025
11,166.16,-113.11000000000001,0.032,0.029,0.031
