temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.062,0.032,0.0
1,-9.870000000000005,-9.779999999999973,0.079,0.045,0.023
2,-22.839999999999975,-21.19999999999999,0.08,0.045,0.028
3,-38.81999999999999,-34.97999999999996,0.081,0.038,0.035
4,-65.03999999999996,-65.26999999999998,0.071,0.039,0.055
5,-83.25999999999999,-82.24000000000001,0.045,0.032,0.031
6,-101.82,-94.81,0.032,0.03,0.034
7,-121.10999999999996,-110.13999999999999,0.026,0.031,0.039
8,-134.57,-117.87,0.024,0.026,0.023
9,-143.25,-122.32999999999998,0.021,0.023,0.014
