temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.054,0.034,0.0
1,0.47999999999998977,-7.8799999999999955,0.063,0.037,0.016
2,0.6999999999999886,-17.74000000000001,0.067,0.039,0.02
3,1.8100000000000023,-31.689999999999998,0.068,0.04,0.028
4,3.180000000000007,-53.170000000000016,0.063,0.039,0.042
5,2.8600000000000136,-74.91000000000003,0.066,0.037,0.043
6,3.4199999999999875,-89.49000000000001,0.057,0.032,0.024
7,3.6100000000000136,-101.89000000000004,0.04,0.034,0.017
8,5.130000000000024,-110.42000000000002,0.032,0.036,0.017
9,7.179999999999978,-122.59000000000003,0.034,0.034,0.024
10,7.789999999999992,-131.48000000000002,0.032,0.034,0.018
11,8.820000000000022,-144.51,0.031,0.027,0.026
12,11.51000000000002,-151.64000000000004,0.029,0.029,0.015
