temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.027,0.025,0.0
1,-7.149999999999977,2.2199999999999704,0.039,0.03,0.01
2,-14.729999999999961,4.6299999999999955,0.036,0.031,0.011
3,-23.899999999999977,7.819999999999993,0.041,0.034,0.014
4,-31.74000000000001,11.099999999999966,0.056,0.034,0.013
5,-38.26999999999998,14.319999999999993,0.062,0.035,0.01
6,-47.66999999999999,20.389999999999986,0.062,0.033,0.017
7,-54.45999999999998,25.44999999999999,0.074,0.035,0.013
8,-61.25999999999999,28.560000000000002,0.08,0.038,0.011
9,-69.92999999999998,33.75,0.083,0.041,0.016
10,-76.50999999999999,38.5,0.085,0.042,0.013
11,-85.13,44.06999999999999,0.093,0.044,0.015
12,-93.32,50.26999999999998,0.095,0.043,0.02
13,-102.70999999999998,57.15999999999997,0.096,0.044,0.021
14,-109.55999999999997,65.55000000000001,0.118,0.045,0.019
15,-118.15999999999997,74.44999999999999,0.114,0.039,0.021
16,-133.18999999999997,89.69999999999999,0.108,0.042,0.036
17,-142.14,96.5,0.109,0.042,0.018
18,-150.26999999999998,103.82,0.098,0.041,0.018
19,-156.71999999999997,112.0,0.098,0.046,0.018
20,-169.34999999999997,122.77999999999997,0.107,0.042,0.027
21,-180.28999999999996,132.98000000000002,0.1,0.05,0.025
