temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.051,0.024,0.0
1,19.330000000000013,1.490000000000009,0.043,0.027,0.025
2,36.28,1.7099999999999795,0.048,0.02,0.02
3,53.53,6.979999999999961,0.041,0.02,0.024
4,74.88,6.550000000000011,0.051,0.02,0.027
5,102.76999999999998,8.159999999999968,0.045,0.021,0.035
6,130.76,9.629999999999995,0.044,0.022,0.035
7,160.13,13.560000000000002,0.042,0.022,0.038
8,189.97000000000003,12.800000000000011,0.048,0.023,0.038
9,219.89999999999998,14.419999999999959,0.049,0.024,0.038
10,242.89999999999998,13.5,0.057,0.027,0.028
11,257.04,12.269999999999982,0.055,0.026,0.018
12,272.08,10.949999999999989,0.051,0.027,0.019
