temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.023,0.022,0.0
1,9.649999999999977,11.46999999999997,0.021,0.021,0.0
2,19.869999999999976,19.41999999999996,0.023,0.024,0.02
3,30.049999999999983,27.639999999999986,0.024,0.023,0.021
4,41.48999999999998,37.46999999999997,0.023,0.025,0.024
5,63.53,61.26999999999998,0.048,0.023,0.0
6,77.45000000000002,78.32999999999998,0.05,0.023,0.038
7,89.80999999999997,96.04999999999995,0.055,0.024,0.039
8,103.55999999999997,113.88,0.048,0.026,0.04
9,119.11999999999998,131.45,0.049,0.028,0.04
10,127.68999999999997,142.58999999999997,0.057,0.033,0.025
11,137.47,155.51,0.059,0.029,0.029
12,144.17,163.75,0.063,0.034,0.018
13,149.77,171.60999999999996,0.059,0.031,0.017
14,152.56999999999996,180.14999999999998,0.045,0.024,0.017
