temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.024,0.019,0.0
1,-2.5500000000000114,8.189999999999998,0.024,0.022,0.0
2,-4.730000000000018,12.319999999999993,0.025,0.024,0.009
3,-5.839999999999975,17.370000000000005,0.026,0.025,0.01
4,-5.539999999999964,22.5,0.023,0.023,0.01
5,-7.6200000000000045,30.539999999999964,0.024,0.025,0.016
6,-5.089999999999975,35.049999999999955,0.024,0.022,0.01
7,-11.599999999999966,69.23999999999995,0.041,0.019,0.0
8,-6.779999999999973,92.38999999999999,0.042,0.018,0.047
9,-11.099999999999966,103.58999999999997,0.047,0.024,0.023
10,-8.129999999999995,132.10999999999996,0.043,0.024,0.0
11,-8.930000000000007,140.09999999999997,0.052,0.024,0.016
12,-8.180000000000007,148.69,0.049,0.025,0.017
13,-7.329999999999984,157.58999999999997,0.054,0.028,0.018
