temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.029,0.024,0.0
1,3.3499999999999943,-0.12000000000000455,0.04,0.038,0.0
2,25.45999999999998,15.600000000000023,0.031,0.034,0.042
3,45.139999999999986,26.139999999999986,0.036,0.037,0.032
4,64.74000000000001,40.89999999999998,0.04,0.034,0.038
5,88.36000000000001,57.84000000000003,0.046,0.033,0.054
6,113.64999999999998,77.16000000000003,0.068,0.031,0.064
7,138.01,96.72000000000003,0.065,0.032,0.05
8,157.41000000000003,115.86000000000001,0.063,0.034,0.045
9,171.26,124.19999999999999,0.078,0.034,0.024
10,176.86,131.82999999999998,0.076,0.039,0.017
