temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.053,0.023,0.0
1,10.840000000000003,-18.100000000000023,0.138,0.055,0.039
2,15.509999999999991,-26.810000000000002,0.128,0.054,0.018
3,25.69999999999999,-44.620000000000005,0.117,0.053,0.038
4,39.19,-66.29000000000002,0.108,0.056,0.035
5,51.56999999999999,-85.60000000000002,0.087,0.046,0.028
6,65.13,-94.00999999999999,0.045,0.046,0.024
7,78.47999999999999,-103.32,0.055,0.05,0.025
8,91.07999999999998,-112.61000000000001,0.049,0.049,0.024
9,101.86000000000001,-118.97000000000003,0.049,0.045,0.019
10,113.25,-128.64000000000004,0.046,0.041,0.024
11,125.58999999999997,-136.49,0.043,0.041,0.022
12,138.8,-145.44,0.059,0.046,0.024
13,147.46999999999997,-151.94,0.071,0.045,0.024
14,154.03999999999996,-158.7,0.088,0.048,0.025
