temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.056,0.025,0.0
1,-12.350000000000023,-12.670000000000016,0.044,0.021,0.03
2,-24.620000000000005,-25.730000000000018,0.055,0.024,0.03
3,-37.460000000000036,-45.69,0.058,0.024,0.043
4,-52.80000000000001,-65.63,0.042,0.024,0.042
5,-71.97000000000003,-85.83999999999997,0.03,0.019,0.034
6,-89.28000000000003,-99.12,0.021,0.021,0.034
7,-128.39000000000001,-127.28000000000003,0.022,0.019,0.0
8,-135.9,-134.29000000000002,0.024,0.024,0.017
9,-147.01000000000002,-141.97000000000003,0.023,0.02,0.021
10,-154.92000000000002,-150.28000000000003,0.026,0.021,0.019
