temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.021,0.02,0.0
1,0.17000000000001592,6.360000000000014,0.023,0.02,0.013
2,-1.8799999999999955,18.00999999999999,0.029,0.028,0.023
3,-6.96999999999997,40.360000000000014,0.046,0.029,0.068
4,-6.8799999999999955,66.75999999999999,0.053,0.028,0.053
5,-8.560000000000002,98.58999999999997,0.058,0.025,0.064
6,-9.920000000000016,113.67000000000002,0.052,0.03,0.03
7,-9.95999999999998,128.23000000000002,0.054,0.03,0.029
8,-10.930000000000007,138.81,0.062,0.031,0.021
9,-10.269999999999982,147.08999999999997,0.055,0.033,0.017
10,-10.75,155.43,0.06,0.036,0.017
