temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.069,0.025,0.0
1,13.519999999999982,-5.6299999999999955,0.072,0.032,0.02
2,25.25,-8.670000000000016,0.069,0.031,0.016
3,47.47999999999999,-16.910000000000025,0.066,0.029,0.028
4,75.21000000000001,-17.430000000000007,0.049,0.021,0.034
5,103.51999999999998,-15.090000000000032,0.042,0.022,0.036
6,173.45000000000002,-4.610000000000014,0.039,0.018,0.0
7,201.64000000000001,-5.600000000000023,0.045,0.018,0.035
8,235.30999999999997,-4.680000000000007,0.051,0.028,0.043
9,259.58000000000004,-3.7100000000000364,0.054,0.025,0.032
10,270.1,-5.180000000000007,0.051,0.025,0.014
11,277.73,-5.189999999999998,0.057,0.03,0.01
