temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.045,0.026,0.0
1,3.170000000000016,-8.53000000000003,0.055,0.031,0.018
2,4.9500000000000455,-22.54000000000002,0.057,0.031,0.028
3,7.0400000000000205,-40.389999999999986,0.056,0.032,0.036
4,7.600000000000023,-58.910000000000025,0.058,0.032,0.037
5,9.810000000000002,-78.35000000000002,0.055,0.032,0.033
6,11.450000000000045,-97.63,0.03,0.03,0.027
7,14.75,-113.61000000000001,0.028,0.028,0.032
8,21.03000000000003,-130.32999999999998,0.025,0.028,0.034
9,25.30000000000001,-145.44,0.024,0.024,0.031
10,32.32000000000005,-162.72000000000003,0.03,0.024,0.0
11,32.650000000000034,-169.06,0.053,0.03,0.019
