temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.051,0.025,0.0
1,-5.8700000000000045,-5.310000000000002,0.09,0.049,0.013
2,-11.25,-14.200000000000045,0.089,0.047,0.019
3,-15.569999999999993,-22.150000000000034,0.081,0.043,0.017
4,-21.850000000000023,-33.650000000000034,0.088,0.044,0.024
5,-26.389999999999986,-42.48000000000002,0.08,0.044,0.019
6,-34.03000000000003,-54.5,0.096,0.045,0.026
7,-40.78000000000003,-65.69000000000005,0.082,0.049,0.024
8,-45.70999999999998,-76.91000000000003,0.067,0.049,0.015
9,-52.06999999999999,-82.94000000000005,0.056,0.05,0.013
10,-59.97000000000003,-93.10000000000002,0.04,0.045,0.023
11,-66.03000000000003,-100.61000000000001,0.044,0.047,0.017
12,-72.75,-109.06,0.042,0.046,0.019
13,-81.07999999999998,-116.13000000000005,0.047,0.047,0.018
14,-90.62,-129.02000000000004,0.039,0.04,0.028
15,-97.97000000000003,-136.54000000000002,0.039,0.041,0.018
16,-104.19,-142.87,0.039,0.041,0.015
17,-108.82,-148.73000000000002,0.038,0.04,0.013
18,-113.47,-154.01000000000005,0.039,0.041,0.012
19,-116.06,-158.19000000000003,0.041,0.04,0.009
20,-119.92000000000002,-161.71000000000004,0.039,0.042,0.009
21,-123.46000000000001,-165.36,0.04,0.045,0.009
