temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.022,0.033,0.0
1,27.819999999999993,21.5,0.018,0.025,0.0
2,81.36999999999998,69.04000000000002,0.046,0.019,0.0
3,118.32999999999998,104.54000000000002,0.04,0.019,0.0
4,134.46999999999997,122.68,0.044,0.024,0.042
5,151.49,134.52000000000004,0.049,0.027,0.032
6,162.95,147.44,0.051,0.026,0.03
7,172.06,157.09000000000003,0.052,0.03,0.022
8,179.93,164.18,0.061,0.032,0.017
9,189.36,171.54000000000002,0.055,0.032,0.019
10,197.26999999999998,182.34000000000003,0.051,0.025,0.024
