temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.02,0.019,0.0
1,75.93000000000004,57.06999999999999,0.03,0.025,0.0
2,128.73,105.21000000000004,0.039,0.021,0.0
3,137.17,115.81,0.047,0.023,0.024
4,150.29,129.84000000000003,0.047,0.025,0.032
5,158.35,137.62,0.045,0.02,0.019
6,169.01000000000002,144.65000000000003,0.052,0.023,0.019
7,180.04999999999998,152.07999999999998,0.055,0.029,0.02
8,188.57000000000002,158.03000000000003,0.056,0.027,0.016
9,195.58,164.3,0.058,0.03,0.015
10,-20.799999999999983,-8.46999999999997,0.027,0.031,0.0
11,22.670000000000016,30.210000000000036,0.024,0.022,0.0
12,60.22,59.579999999999984,0.03,0.022,0.0
13,69.15,69.32,0.048,0.02,0.027
14,80.97999999999999,86.35000000000002,0.039,0.02,0.037
15,96.49000000000004,100.63999999999999,0.04,0.019,0.035
16,108.31000000000003,113.63,0.047,0.024,0.03
17,119.35999999999999,125.99000000000001,0.052,0.022,0.028
18,128.14000000000001,136.36,0.047,0.022,0.023
19,137.81000000000003,144.19,0.059,0.026,0.02
20,144.08,152.51,0.057,0.028,0.018
21,151.48,159.51,0.051,0.027,0.017
22,156.99000000000004,166.8,0.055,0.031,0.016
