temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.088,0.041,0.0
1,10.349999999999994,-5.71999999999997,0.086,0.042,0.012
2,28.159999999999997,-7.139999999999986,0.068,0.035,0.022
3,53.56,-9.049999999999955,0.062,0.035,0.032
4,87.68,-12.239999999999952,0.072,0.037,0.043
5,117.34000000000003,-13.199999999999989,0.074,0.041,0.037
6,141.04000000000002,-13.199999999999989,0.073,0.041,0.03
7,158.57999999999998,-13.5,0.07,0.043,0.022
8,171.72000000000003,-15.119999999999948,0.075,0.043,0.017
9,183.0,-14.089999999999975,0.075,0.045,0.014
10,194.79000000000002,-13.489999999999952,0.08,0.045,0.015
11,210.43,-13.699999999999989,0.076,0.039,0.02
12,228.14999999999998,-15.289999999999964,0.074,0.041,0.022
13,239.41000000000003,-16.289999999999964,0.079,0.045,0.014
