temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.047,0.025,0.0
1,0.5399999999999636,-9.889999999999986,0.057,0.036,0.02
2,0.3199999999999932,-22.769999999999982,0.067,0.032,0.026
3,0.3699999999999477,-32.00999999999999,0.056,0.031,0.018
4,0.92999999999995,-47.75,0.058,0.033,0.031
5,-0.34000000000003183,-66.54000000000002,0.055,0.032,0.038
6,-0.7300000000000182,-88.31,0.055,0.029,0.035
7,-0.9800000000000182,-111.38999999999999,0.031,0.03,0.035
8,1.3899999999999864,-129.01999999999998,0.03,0.033,0.035
9,2.519999999999982,-148.5,0.032,0.028,0.039
10,5.419999999999959,-163.45999999999998,0.027,0.029,0.03
11,7.909999999999968,-176.14,0.026,0.029,0.026
12,8.529999999999973,-182.14,0.035,0.027,0.012
13,9.269999999999982,-186.89,0.05,0.03,0.01
