temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.056,0.024,0.0
1,8.049999999999983,-10.089999999999975,0.07,0.03,0.023
2,17.659999999999997,-22.369999999999948,0.078,0.031,0.027
3,33.16,-39.21999999999997,0.076,0.03,0.039
4,54.98999999999998,-62.31999999999999,0.078,0.031,0.042
5,77.85999999999999,-87.10999999999996,0.062,0.028,0.047
6,109.07999999999998,-109.51999999999998,0.03,0.023,0.049
7,139.77999999999997,-126.95999999999998,0.029,0.028,0.052
8,169.45,-143.41999999999996,0.029,0.02,0.051
9,197.46999999999997,-158.33999999999997,0.04,0.019,0.087
