temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.072,0.029,0.0
1,9.580000000000013,-1.7900000000000205,0.061,0.028,0.013
2,30.189999999999998,-9.03000000000003,0.056,0.027,0.024
3,51.55000000000001,-1.2300000000000182,0.035,0.021,0.032
4,103.87,3.3100000000000023,0.043,0.018,0.0
5,121.01999999999998,7.729999999999961,0.038,0.02,0.023
6,143.01,14.67999999999995,0.039,0.02,0.031
7,170.45,13.349999999999966,0.041,0.018,0.034
8,192.7,15.259999999999991,0.042,0.02,0.028
9,208.91000000000003,17.889999999999986,0.046,0.024,0.021
10,218.5,17.519999999999982,0.042,0.02,0.012
