temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.088,0.038,0.0
1,7.190000000000012,-7.480000000000018,0.119,0.049,0.017
2,16.590000000000018,-19.269999999999982,0.12,0.048,0.026
3,32.010000000000005,-36.120000000000005,0.127,0.052,0.039
4,49.17,-55.629999999999995,0.114,0.044,0.045
5,73.97000000000001,-83.31,0.079,0.041,0.036
6,96.41000000000001,-91.94999999999999,0.044,0.042,0.032
7,119.12000000000002,-101.89999999999998,0.055,0.05,0.035
8,139.25,-110.29000000000002,0.044,0.046,0.03
9,158.39000000000004,-119.44,0.042,0.04,0.03
10,179.42000000000002,-127.25999999999999,0.05,0.041,0.031
11,196.24,-135.69,0.08,0.039,0.04
12,205.77000000000004,-140.43,0.085,0.042,0.025
13,213.82,-154.14,0.105,0.044,0.029
