temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.046,0.023,0.0
1,-9.669999999999959,-0.910000000000025,0.049,0.024,0.012
2,-23.879999999999995,-3.8700000000000045,0.057,0.023,0.019
3,-41.75,-5.420000000000016,0.049,0.023,0.023
4,-62.01999999999998,-5.389999999999986,0.05,0.025,0.025
5,-82.83999999999997,-4.560000000000002,0.049,0.026,0.026
6,-100.59999999999997,-5.78000000000003,0.052,0.022,0.022
7,-123.55999999999997,-5.930000000000007,0.037,0.021,0.03
8,-144.94999999999996,-8.590000000000032,0.04,0.022,0.027
9,-220.48999999999998,9.699999999999989,0.054,0.024,0.0
10,-234.55999999999997,14.089999999999975,0.058,0.025,0.02
11,-245.21999999999997,15.45999999999998,0.079,0.036,0.014
