temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.045,0.025,0.0
1,-0.4900000000000091,-13.050000000000011,0.061,0.034,0.026
2,0.8400000000000318,-23.420000000000016,0.056,0.029,0.021
3,1.1000000000000227,-38.60000000000002,0.056,0.033,0.03
4,0.410000000000025,-56.55000000000001,0.058,0.027,0.036
5,-1.839999999999975,-78.01999999999998,0.053,0.028,0.043
6,-0.9599999999999795,-101.62,0.059,0.029,0.039
7,-0.5099999999999909,-122.11000000000001,0.035,0.026,0.028
8,2.0,-134.22000000000003,0.032,0.027,0.024
9,2.4399999999999977,-147.19,0.028,0.027,0.026
10,3.1999999999999886,-157.41000000000003,0.03,0.03,0.02
11,4.3700000000000045,-165.73000000000002,0.029,0.028,0.017
12,5.770000000000039,-171.11,0.027,0.03,0.011
13,7.860000000000014,-175.24,0.032,0.031,0.009
