temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.039,0.017,0.0
1,-9.039999999999964,-15.29000000000002,0.064,0.032,0.033
2,-19.25,-30.139999999999986,0.059,0.033,0.032
3,-31.810000000000002,-50.420000000000016,0.061,0.028,0.043
4,-47.889999999999986,-75.19999999999999,0.057,0.03,0.04
5,-62.44999999999999,-95.5,0.031,0.029,0.037
6,-76.32999999999998,-110.68,0.026,0.027,0.035
7,-91.49000000000001,-126.92000000000002,0.029,0.026,0.038
8,-102.66999999999996,-139.67000000000002,0.028,0.021,0.029
9,-110.25,-150.53000000000003,0.023,0.024,0.024
10,-118.19999999999999,-157.64999999999998,0.027,0.029,0.017
