temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.053,0.026,0.0
1,-11.120000000000005,1.25,0.074,0.04,0.014
2,-22.079999999999984,1.8900000000000432,0.065,0.035,0.013
3,-39.69,3.9600000000000364,0.049,0.028,0.022
4,-58.73999999999995,3.9499999999999886,0.06,0.029,0.024
5,-82.15999999999997,7.480000000000018,0.056,0.024,0.03
6,-110.82999999999998,6.6299999999999955,0.045,0.025,0.036
7,-136.45999999999998,3.430000000000007,0.054,0.025,0.033
8,-159.31,2.6899999999999977,0.052,0.028,0.029
9,-177.98999999999998,2.3600000000000136,0.053,0.027,0.024
10,-192.15999999999997,0.9700000000000273,0.049,0.025,0.018
11,-205.39,2.5300000000000296,0.045,0.022,0.017
12,-216.01999999999998,-0.5299999999999727,0.047,0.024,0.014
13,-226.42999999999998,0.34000000000003183,0.07,0.031,0.015
