temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.018,0.027,0.0
1,8.889999999999986,4.480000000000018,0.016,0.025,0.014
2,22.819999999999993,13.04000000000002,0.025,0.026,0.022
3,53.25,35.860000000000014,0.036,0.025,0.059
4,77.93999999999997,47.14000000000004,0.044,0.042,0.038
5,94.35999999999999,57.14000000000004,0.04,0.038,0.029
6,110.60999999999999,67.03000000000003,0.045,0.036,0.036
7,129.63000000000002,83.87,0.076,0.033,0.047
8,147.16,98.31,0.075,0.033,0.036
9,159.30999999999997,110.15000000000003,0.067,0.032,0.028
10,172.86999999999998,121.86000000000001,0.063,0.035,0.029
11,192.27,135.78000000000003,0.085,0.042,0.037
12,200.01000000000002,147.11,0.069,0.036,0.025
13,206.46,154.02000000000004,0.063,0.031,0.016
14,218.49999999999997,161.02000000000004,0.07,0.031,0.02
15,224.93999999999997,165.34000000000003,0.086,0.035,0.012
