temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.058,0.027,0.0
1,-0.18000000000000682,-8.329999999999984,0.113,0.068,0.017
2,-8.089999999999975,-20.350000000000023,0.095,0.049,0.026
3,-14.240000000000009,-37.74000000000001,0.105,0.051,0.036
4,-22.379999999999995,-51.80000000000001,0.084,0.05,0.03
5,-29.569999999999993,-68.90000000000003,0.061,0.046,0.021
6,-40.20999999999998,-81.23000000000002,0.053,0.051,0.028
7,-50.26999999999998,-95.40000000000003,0.047,0.048,0.031
8,-67.54000000000002,-116.12,0.051,0.048,0.047
9,-74.37,-127.22000000000003,0.046,0.045,0.024
10,-82.25999999999999,-138.24,0.06,0.044,0.024
11,-86.43,-147.0,0.06,0.04,0.018
12,-89.22000000000003,-152.0,0.068,0.045,0.011
13,-91.98000000000002,-155.83,0.086,0.056,0.008
