temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.085,0.028,0.0
1,-177.37,225.8,0.021,0.03,0.0
2,-167.07999999999998,232.67000000000002,0.018,0.024,0.017
3,-158.78,239.11,0.028,0.025,0.016
4,-146.76,249.75,0.03,0.022,0.026
5,-134.85,260.53,0.024,0.024,0.026
6,-83.98000000000002,307.74,0.034,0.02,0.0
7,-69.39999999999998,321.71999999999997,0.039,0.022,0.033
8,-50.610000000000014,339.8,0.041,0.021,0.043
9,-32.639999999999986,355.09,0.048,0.024,0.038
10,-23.71999999999997,367.76,0.052,0.025,0.028
11,-14.920000000000016,374.85,0.053,0.025,0.018
12,-8.439999999999998,382.29,0.059,0.028,0.017
13,-1.6499999999999773,391.2,0.055,0.03,0.02
14,3.150000000000034,397.28,0.049,0.025,0.014
