temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.029,0.02,0.0
1,-0.4399999999999977,9.439999999999998,0.028,0.029,0.019
2,-2.1000000000000227,19.069999999999993,0.026,0.026,0.019
3,-4.2099999999999795,27.75999999999999,0.032,0.032,0.018
4,-5.509999999999991,37.34000000000003,0.03,0.03,0.019
5,-7.3700000000000045,48.19,0.036,0.029,0.028
6,-10.04000000000002,70.87,0.052,0.028,0.056
7,-10.379999999999995,96.59000000000003,0.062,0.032,0.051
8,-10.829999999999984,121.82999999999998,0.063,0.034,0.051
9,-10.620000000000005,141.07,0.055,0.033,0.039
10,-12.230000000000018,154.44,0.058,0.036,0.027
11,-12.579999999999984,163.97000000000003,0.065,0.039,0.019
