temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.062,0.027,0.0
1,6.150000000000006,-7.560000000000002,0.049,0.021,0.017
2,19.400000000000006,-22.41999999999996,0.062,0.026,0.034
3,31.24000000000001,-36.10999999999996,0.058,0.024,0.031
4,41.920000000000016,-52.89999999999998,0.059,0.025,0.036
5,60.46000000000001,-75.19999999999999,0.067,0.028,0.043
6,77.64000000000001,-97.26999999999998,0.041,0.021,0.031
7,96.81,-109.26999999999998,0.023,0.023,0.031
8,117.96000000000001,-120.88,0.024,0.025,0.035
9,160.34,-144.38,0.021,0.019,0.0
10,207.73,-182.07,0.065,0.019,0.0
11,213.60999999999999,-190.76,0.058,0.017,0.019
