temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.045,0.022,0.0
1,-6.769999999999982,-12.710000000000036,0.05,0.024,0.027
2,-17.620000000000005,-31.450000000000045,0.051,0.027,0.04
3,-30.930000000000007,-51.06999999999999,0.052,0.026,0.043
4,-45.170000000000016,-73.39000000000004,0.058,0.028,0.04
5,-59.45999999999998,-91.49000000000001,0.032,0.031,0.03
6,-73.57999999999998,-105.86000000000001,0.03,0.027,0.034
7,-84.63999999999999,-117.87,0.026,0.026,0.028
8,-96.50999999999999,-128.48000000000002,0.025,0.026,0.026
9,-108.54999999999998,-140.54000000000002,0.028,0.024,0.028
10,-117.0,-148.02000000000004,0.025,0.022,0.018
11,-128.67,-156.96000000000004,0.022,0.02,0.0
