temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.037,0.02,0.0
1,-16.45999999999998,2.009999999999991,0.053,0.025,0.0
2,-27.649999999999977,1.1299999999999955,0.045,0.021,0.014
3,-36.68000000000001,0.7599999999999909,0.05,0.023,0.011
4,-43.03000000000003,4.090000000000032,0.05,0.021,0.01
5,-51.81999999999999,2.490000000000009,0.042,0.021,0.011
6,-61.30000000000001,2.0500000000000114,0.047,0.024,0.012
7,-71.05000000000001,0.03000000000002956,0.052,0.025,0.013
8,-83.57,0.13999999999998636,0.047,0.019,0.016
9,-96.71000000000001,-0.2400000000000091,0.042,0.021,0.016
10,-111.27000000000001,-2.3899999999999864,0.041,0.019,0.019
11,-150.95000000000002,-0.36000000000001364,0.05,0.022,0.0
12,-160.24,0.5500000000000114,0.062,0.025,0.012
13,-177.45000000000002,7.470000000000027,0.061,0.027,0.026
14,-189.34,13.230000000000018,0.071,0.031,0.019
15,-201.39000000000001,20.189999999999998,0.074,0.03,0.021
