temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.051,0.025,0.0
1,-2.740000000000009,16.069999999999993,0.032,0.026,0.032
2,-3.480000000000018,36.97000000000003,0.054,0.03,0.06
3,-5.840000000000032,53.24000000000001,0.059,0.022,0.033
4,-5.78000000000003,71.38,0.056,0.026,0.036
5,-4.340000000000032,87.06,0.057,0.028,0.031
6,-7.199999999999989,101.83000000000004,0.05,0.028,0.03
7,-8.25,116.25999999999999,0.058,0.026,0.029
8,-8.160000000000025,128.34000000000003,0.056,0.027,0.024
9,-7.78000000000003,138.23000000000002,0.057,0.028,0.02
