temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.031,0.021,0.0
1,-7.490000000000009,0.7400000000000091,0.036,0.03,0.009
2,-17.390000000000043,5.630000000000052,0.036,0.034,0.016
3,-24.560000000000002,8.980000000000018,0.037,0.04,0.011
4,-32.79000000000002,11.920000000000016,0.035,0.038,0.012
5,-43.910000000000025,16.670000000000016,0.04,0.042,0.017
6,-54.58000000000004,21.060000000000002,0.035,0.038,0.016
7,-63.53000000000003,25.53000000000003,0.039,0.038,0.014
8,-75.61000000000001,30.380000000000052,0.043,0.041,0.018
9,-84.29000000000002,34.160000000000025,0.049,0.042,0.013
10,-94.67000000000002,38.370000000000005,0.047,0.034,0.016
11,-107.25000000000003,44.07000000000005,0.071,0.041,0.026
12,-114.84000000000003,52.08000000000004,0.088,0.046,0.024
13,-125.77000000000001,64.70000000000005,0.107,0.047,0.031
14,-137.12000000000003,78.21000000000004,0.103,0.047,0.031
15,-145.84000000000003,89.27000000000004,0.108,0.046,0.025
16,-153.75000000000003,98.59000000000003,0.119,0.051,0.021
17,-162.98000000000002,110.60000000000002,0.108,0.045,0.027
18,-169.38000000000002,118.79000000000002,0.108,0.048,0.018
19,-180.28000000000003,129.56,0.115,0.047,0.025
