temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.073,0.026,0.0
1,10.800000000000011,-10.920000000000016,0.118,0.054,0.026
2,24.97999999999999,-27.970000000000027,0.133,0.053,0.038
3,44.78,-55.660000000000025,0.114,0.047,0.053
4,68.09,-83.62,0.061,0.043,0.039
5,94.72999999999999,-97.57,0.038,0.042,0.043
6,118.67999999999998,-111.75,0.039,0.034,0.041
7,140.98,-124.57,0.041,0.035,0.038
8,158.77,-135.36,0.034,0.038,0.031
9,174.45000000000002,-144.45,0.066,0.039,0.045
10,184.81000000000003,-156.35000000000002,0.094,0.04,0.033
11,188.27,-165.78,0.104,0.039,0.019
