temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.041,0.095,0.018
1,17.209999999999994,-14.150000000000034,0.073,0.118,0.036
2,25.760000000000005,-22.910000000000025,0.087,0.042,0.021
3,39.59,-36.129999999999995,0.081,0.036,0.032
4,57.099999999999994,-53.879999999999995,0.07,0.03,0.041
5,72.57000000000001,-64.14000000000004,0.075,0.029,0.028
6,91.19000000000001,-88.95000000000005,0.072,0.026,0.055
7,109.64999999999999,-113.21000000000004,0.076,0.028,0.054
8,126.85000000000001,-131.07000000000005,0.083,0.031,0.038
9,146.68,-151.41000000000003,0.066,0.035,0.037
10,161.47000000000003,-163.81,0.043,0.029,0.024
11,189.49,-174.65000000000003,0.032,0.024,0.04
12,208.08999999999997,-182.74,0.033,0.031,0.028
13,223.53999999999996,-189.19,0.034,0.03,0.023
14,240.16999999999996,-197.90000000000003,0.029,0.024,0.027
15,255.40999999999997,-203.20000000000005,0.031,0.025,0.022
16,267.49,-206.89000000000004,0.03,0.028,0.017
17,279.9,-213.03000000000003,0.055,0.03,0.035
18,288.12,-223.84000000000003,0.069,0.026,0.027
19,298.4,-240.05,0.067,0.021,0.035
