temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.063,0.113,0.029
1,14.260000000000005,-14.610000000000014,0.089,0.041,0.034
2,33.45,-32.64999999999998,0.079,0.039,0.043
3,51.42,-50.27999999999997,0.075,0.034,0.041
4,81.2,-81.32,0.08,0.029,0.072
5,102.05,-102.19,0.081,0.03,0.049
6,126.60000000000001,-124.61000000000001,0.059,0.03,0.038
7,144.83999999999997,-140.07,0.058,0.02,0.036
8,183.7,-161.0,0.035,0.021,0.0
9,203.47999999999996,-167.65999999999997,0.026,0.024,0.028
10,220.24,-175.19,0.023,0.022,0.026
11,240.42000000000002,-183.08999999999997,0.021,0.022,0.03
12,260.93,-189.77999999999997,0.027,0.021,0.029
13,279.59999999999997,-196.22999999999996,0.037,0.022,0.046
14,291.44,-213.59999999999997,0.074,0.026,0.04
15,308.14,-231.5,0.077,0.025,0.041
16,316.36,-241.51999999999998,0.074,0.022,0.023
17,324.32,-251.92,0.062,0.024,0.019
18,335.62,-263.31,0.058,0.029,0.024
