temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.065,0.03,0.0
1,12.260000000000005,0.010000000000047748,0.061,0.026,0.015
2,80.16000000000001,-28.50999999999999,0.069,0.027,0.0
3,99.7,-32.94999999999999,0.071,0.025,0.024
4,117.67,-39.589999999999975,0.046,0.026,0.021
5,135.25,-36.23999999999995,0.043,0.024,0.023
6,152.07,-36.539999999999964,0.056,0.025,0.021
7,173.56,-39.089999999999975,0.05,0.02,0.027
8,192.94,-39.69999999999999,0.055,0.025,0.024
9,205.40999999999997,-38.90999999999997,0.055,0.02,0.016
10,228.58999999999997,-36.00999999999999,0.055,0.022,0.03
11,254.26999999999998,-33.139999999999986,0.057,0.026,0.033
12,277.83,-31.66999999999996,0.052,0.025,0.03
13,296.25,-31.25,0.051,0.029,0.023
14,317.31,-28.25999999999999,0.057,0.025,0.028
15,326.36,-26.71999999999997,0.056,0.031,0.012
16,338.11,-30.69999999999999,0.063,0.035,0.017
17,348.89,-28.879999999999995,0.049,0.026,0.014
