temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.056,0.035,0.0
1,0.3900000000000432,-11.689999999999998,0.051,0.024,0.023
2,0.26000000000004775,-38.09000000000003,0.034,0.02,0.052
3,-1.1099999999999568,-65.59000000000003,0.059,0.02,0.051
4,-2.5,-90.02000000000004,0.036,0.026,0.028
5,0.12000000000000455,-103.06,0.027,0.026,0.026
6,1.8700000000000045,-114.54000000000002,0.032,0.027,0.023
7,0.6100000000000136,-124.36000000000001,0.026,0.026,0.02
8,0.6299999999999955,-132.84000000000003,0.024,0.025,0.017
9,0.27000000000003865,-138.17000000000002,0.026,0.026,0.011
