temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.966,0.473,0.0
1,-8.07000000000005,8.61,0.904,0.456,0.02
2,-198.03000000000003,448.82,0.062,0.022,0.0
3,-187.71000000000004,436.43,0.054,0.024,0.02
4,-163.60000000000002,406.86,0.042,0.021,0.066
5,-134.87000000000003,368.39000000000004,0.049,0.018,0.081
6,-45.07000000000005,297.84000000000003,0.019,0.021,0.0
7,-30.980000000000018,287.97,0.054,0.02,0.042
8,-17.30000000000001,265.0,0.06,0.021,0.049
9,-9.590000000000032,246.31,0.065,0.018,0.039
10,-62.81,-0.32999999999999996,0.974,0.397,0.0
