temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.044,0.022,0.0
1,11.620000000000005,-6.490000000000009,0.039,0.023,0.019
2,25.49999999999997,-16.899999999999977,0.038,0.021,0.027
3,41.98999999999998,-31.29000000000002,0.046,0.024,0.033
4,93.34,-58.829999999999984,0.022,0.022,0.0
5,137.05999999999997,-89.89999999999998,0.073,0.023,0.0
6,151.67999999999998,-111.54000000000002,0.074,0.023,0.045
7,169.53,-134.78,0.045,0.017,0.04
8,183.04,-145.87,0.042,0.018,0.028
9,193.04,-156.15,0.045,0.024,0.024
10,238.05999999999997,-278.82,0.063,0.02,0.0
11,203.36999999999998,-158.38,0.041,0.02,0.014
