temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.027,0.313,0.0
1,-0.9900000000000091,-13.70999999999998,0.056,0.033,0.027
2,-3.3100000000000023,-34.44,0.063,0.033,0.042
3,-0.020000000000010232,-48.24000000000001,0.056,0.032,0.028
4,-1.170000000000016,-66.78999999999996,0.055,0.032,0.037
5,1.5200000000000102,-87.20999999999998,0.043,0.023,0.041
6,-0.9799999999999898,-109.21999999999997,0.043,0.023,0.044
7,-0.18999999999999773,-132.07999999999998,0.044,0.021,0.045
8,-1.6400000000000148,-159.24,0.042,0.024,0.035
9,-3.469999999999999,-175.34999999999997,0.032,0.03,0.027
10,-1.8199999999999932,-187.17000000000002,0.03,0.024,0.024
11,-0.3199999999999932,-197.76999999999998,0.025,0.02,0.021
12,-0.7199999999999989,-209.33999999999997,0.024,0.024,0.023
13,-1.6299999999999955,-218.82999999999998,0.025,0.025,0.019
14,-1.6999999999999886,-226.48000000000002,0.024,0.022,0.015
15,-1.1800000000000068,-234.01,0.03,0.022,0.015
