temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.064,0.032,0.0
1,18.16000000000001,-3.920000000000016,0.066,0.028,0.024
2,36.85000000000001,-9.899999999999977,0.062,0.025,0.025
3,53.46000000000001,-13.180000000000007,0.058,0.024,0.022
4,96.94,-28.620000000000005,0.066,0.023,0.054
5,153.54,-36.94,0.044,0.025,0.0
6,171.26000000000002,-34.19,0.05,0.027,0.023
7,196.4,-37.75999999999999,0.051,0.021,0.031
8,226.35999999999999,-34.49000000000001,0.05,0.026,0.038
9,248.08,-36.110000000000014,0.051,0.025,0.027
10,273.14,-36.289999999999964,0.066,0.024,0.031
11,295.29999999999995,-35.70999999999998,0.063,0.029,0.028
12,311.15999999999997,-36.920000000000016,0.058,0.03,0.02
13,322.45000000000005,-36.789999999999964,0.059,0.029,0.015
14,340.78,-38.089999999999975,0.056,0.031,0.023
15,350.01,-35.75999999999999,0.057,0.023,0.012
