temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.067,0.03,0.0
1,13.760000000000005,-5.360000000000014,0.071,0.034,0.02
2,31.710000000000008,-9.699999999999989,0.073,0.034,0.024
3,50.09,-9.78000000000003,0.065,0.027,0.022
4,70.92999999999999,-19.44999999999999,0.065,0.027,0.032
5,101.33999999999999,-30.100000000000023,0.06,0.025,0.044
6,120.92,-40.31999999999999,0.059,0.024,0.03
7,152.73000000000002,-40.31,0.047,0.026,0.0
8,165.78000000000003,-40.870000000000005,0.05,0.025,0.016
9,183.69,-39.00999999999999,0.054,0.029,0.023
10,199.09999999999997,-38.389999999999986,0.06,0.031,0.019
11,214.27999999999997,-37.08000000000004,0.052,0.02,0.019
12,232.89999999999998,-34.60000000000002,0.065,0.028,0.024
13,248.95,-33.920000000000016,0.054,0.029,0.02
14,265.25,-33.55000000000001,0.055,0.029,0.02
15,282.06,-33.900000000000034,0.055,0.03,0.021
16,297.24,-32.25999999999999,0.063,0.03,0.019
17,310.96999999999997,-32.34000000000003,0.064,0.032,0.017
18,330.56,-31.920000000000016,0.064,0.029,0.025
19,341.62,-32.639999999999986,0.062,0.03,0.014
20,354.32,-30.69999999999999,0.061,0.033,0.016
21,379.43,-28.94999999999999,0.041,0.022,0.032
