temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.022,0.02,0.0
1,-1.9499999999999886,5.6200000000000045,0.033,0.021,0.011
2,-4.420000000000016,21.430000000000007,0.027,0.024,0.0
3,-2.8600000000000136,30.390000000000043,0.028,0.031,0.018
4,-3.400000000000034,37.47000000000003,0.038,0.031,0.02
5,-4.1299999999999955,47.910000000000025,0.047,0.027,0.027
6,-2.400000000000034,67.91000000000003,0.064,0.03,0.04
7,-1.1100000000000136,83.0,0.056,0.031,0.03
8,-0.4399999999999977,104.93,0.054,0.027,0.044
9,1.3199999999999932,121.69,0.059,0.028,0.034
10,3.599999999999966,136.38,0.058,0.032,0.03
11,3.599999999999966,150.12,0.059,0.033,0.027
12,4.75,164.87,0.059,0.037,0.03
13,4.359999999999957,175.81,0.062,0.033,0.022
14,5.21999999999997,185.47000000000003,0.063,0.038,0.019
15,5.060000000000002,194.2,0.061,0.408,0.017
16,6.089999999999975,206.91000000000003,0.034,0.406,0.388
