temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.06,0.024,0.0
1,9.949999999999989,-5.419999999999959,0.059,0.026,0.016
2,29.799999999999997,-13.95999999999998,0.064,0.025,0.03
3,65.71999999999998,-27.299999999999955,0.055,0.024,0.052
4,101.8,-40.19,0.047,0.024,0.042
5,134.68,-35.18000000000001,0.054,0.023,0.042
6,159.91999999999996,-36.71999999999997,0.045,0.02,0.031
7,186.84999999999997,-34.96999999999997,0.05,0.023,0.034
8,209.25,-32.889999999999986,0.045,0.024,0.028
9,233.03999999999996,-28.829999999999984,0.045,0.023,0.031
10,251.19,-29.859999999999957,0.045,0.022,0.023
11,273.53999999999996,-27.579999999999984,0.057,0.022,0.028
12,294.09999999999997,-24.779999999999973,0.053,0.026,0.027
13,306.66999999999996,-28.379999999999995,0.059,0.031,0.018
14,317.78999999999996,-27.539999999999964,0.065,0.029,0.014
15,326.27,-27.539999999999964,0.059,0.032,0.011
16,333.38,-29.16999999999996,0.065,0.032,0.009
