temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.049,0.027,0.0
1,0.8899999999999864,-8.509999999999991,0.044,0.02,0.017
2,-0.12000000000000455,-20.03000000000003,0.04,0.024,0.023
3,0.7599999999999909,-35.75999999999999,0.034,0.019,0.031
4,-0.11000000000001364,-83.0,0.045,0.02,0.0
5,-5.5400000000000205,-99.13,0.037,0.02,0.023
6,-1.3700000000000045,-111.85000000000002,0.026,0.025,0.021
7,-3.740000000000009,-118.23000000000002,0.027,0.023,0.013
8,-2.569999999999993,-125.17000000000002,0.027,0.024,0.014
9,-2.019999999999982,-133.79000000000002,0.029,0.026,0.017
10,-3.230000000000018,-137.98000000000002,0.02,0.019,0.009
11,0.160000000000025,-144.70000000000005,0.029,0.023,0.014
12,0.8100000000000023,-149.22000000000003,0.028,0.02,0.009
13,2.160000000000025,-159.31,0.02,0.022,0.0
