temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.021,0.021,0.0
1,-38.51999999999998,14.839999999999975,0.035,0.026,0.035
2,-72.45999999999998,34.589999999999975,0.056,0.024,0.058
3,-95.87,48.389999999999986,0.047,0.025,0.041
4,-118.29999999999998,67.19,0.062,0.03,0.048
5,-138.51,81.21999999999997,0.059,0.035,0.042
6,-157.83999999999997,94.76999999999998,0.075,0.035,0.049
7,-174.61999999999998,113.17000000000002,0.085,0.037,0.042
8,-187.48999999999998,128.5,0.086,0.039,0.035
9,-199.96999999999997,142.64,0.082,0.038,0.033
10,-208.92999999999998,153.03999999999996,0.089,0.044,0.024
11,-216.70999999999998,160.73000000000002,0.08,0.193,0.018
