temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.033,0.019,0.0
1,0.8299999999999841,-14.880000000000052,0.054,0.033,0.03
2,1.1800000000000068,-26.660000000000025,0.063,0.03,0.024
3,2.159999999999968,-39.56,0.055,0.027,0.026
4,-0.060000000000002274,-65.57000000000005,0.056,0.027,0.052
5,-0.9399999999999977,-87.04000000000002,0.051,0.024,0.043
6,-2.1000000000000227,-102.01000000000005,0.044,0.023,0.03
7,-2.0300000000000296,-122.41000000000003,0.039,0.022,0.041
8,-2.740000000000009,-143.02000000000004,0.041,0.02,0.03
9,-6.590000000000032,-164.59000000000003,0.029,0.03,0.036
10,-6.200000000000017,-174.59000000000003,0.03,0.025,0.02
11,-6.910000000000025,-185.15000000000003,0.023,0.024,0.021
12,-9.080000000000013,-193.99,0.024,0.023,0.018
13,-10.650000000000034,-201.42000000000002,0.023,0.019,0.015
14,-12.420000000000016,-208.71000000000004,0.023,0.021,0.015
15,-10.320000000000022,-216.81,0.024,0.02,0.016
