temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.046,0.022,0.0
1,-3.759999999999991,-7.2099999999999795,0.057,0.027,0.015
2,-13.54000000000002,-16.680000000000007,0.051,0.031,0.023
3,-23.150000000000034,-28.170000000000016,0.056,0.027,0.026
4,-44.75,-53.389999999999986,0.054,0.023,0.057
5,-59.18000000000001,-68.75999999999999,0.046,0.026,0.036
6,-71.48000000000002,-85.75999999999999,0.049,0.023,0.037
7,-86.97000000000003,-100.07999999999998,0.041,0.023,0.035
8,-96.74000000000001,-116.64999999999998,0.043,0.021,0.035
9,-110.93,-131.76999999999998,0.043,0.022,0.033
10,-123.75,-148.81,0.027,0.022,0.027
11,-136.65,-157.39,0.026,0.026,0.024
12,-150.26000000000002,-166.91000000000003,0.023,0.019,0.026
13,-164.09,-174.76999999999998,0.027,0.021,0.025
14,-174.46,-183.02999999999997,0.027,0.025,0.025
15,-191.83,-191.97000000000003,0.024,0.036,0.028
16,-205.42000000000002,-199.56,0.027,0.035,0.023
17,-216.73000000000002,-206.36,0.027,0.04,0.02
18,-229.03,-212.52999999999997,0.02,0.032,0.02
