temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.056,0.017,0.0
1,-24.03000000000003,28.110000000000014,0.05,0.019,0.0
2,-68.53000000000003,46.48000000000002,0.025,0.025,0.0
3,-87.13,52.0,0.021,0.02,0.026
4,-102.87,57.660000000000025,0.031,0.023,0.024
5,-137.40000000000003,75.71000000000004,0.034,0.019,0.0
6,-154.83,86.75,0.044,0.022,0.032
7,-192.88,106.56,0.052,0.027,0.0
8,-209.59,119.75999999999999,0.069,0.028,0.036
9,-238.42000000000002,147.74,0.074,0.025,0.067
10,-253.51000000000002,162.02000000000004,0.073,0.032,0.034
11,-272.58000000000004,181.19,0.069,0.033,0.046
12,-289.59000000000003,197.16000000000003,0.078,0.041,0.038
13,-305.24,210.93,0.077,0.133,0.034
14,-322.74,226.62,0.044,0.112,0.092
