temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.025,0.025,0.0
1,-3.819999999999993,9.960000000000036,0.032,0.029,0.02
2,-11.009999999999991,18.83000000000004,0.025,0.027,0.02
3,-13.75,28.950000000000045,0.029,0.025,0.021
4,-20.620000000000005,40.910000000000025,0.039,0.027,0.04
5,-23.879999999999995,62.49000000000001,0.058,0.025,0.043
6,-26.480000000000018,81.43,0.053,0.026,0.038
7,-27.05000000000001,95.83000000000004,0.055,0.028,0.029
8,-30.430000000000007,116.16000000000003,0.049,0.029,0.041
9,-32.49000000000001,130.84000000000003,0.055,0.032,0.029
10,-34.139999999999986,141.43,0.062,0.036,0.021
11,-35.48000000000002,153.62,0.056,0.031,0.024
12,-38.26999999999998,165.28000000000003,0.062,0.036,0.024
