temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.066,0.03,0.0
1,14.520000000000003,-0.2799999999999727,0.06,0.029,0.018
2,24.720000000000006,-5.329999999999984,0.06,0.027,0.016
3,48.37,-11.779999999999973,0.062,0.025,0.031
4,143.59,-40.349999999999966,0.05,0.028,0.0
5,187.54000000000002,-36.76999999999998,0.042,0.024,0.0
6,208.90000000000003,-34.64999999999998,0.053,0.03,0.026
7,228.85000000000002,-31.75999999999999,0.059,0.023,0.025
8,248.64,-32.089999999999975,0.055,0.028,0.025
9,269.64,-28.769999999999982,0.049,0.023,0.027
10,293.8,-29.019999999999982,0.055,0.03,0.03
11,315.55,-26.439999999999998,0.056,0.027,0.028
12,336.46,-25.689999999999998,0.06,0.031,0.027
13,354.78000000000003,-26.779999999999973,0.061,0.034,0.023
14,374.13,-25.46999999999997,0.067,0.036,0.024
15,398.11,-27.370000000000005,0.058,0.033,0.03
16,30.889999999999993,-13.990000000000009,0.073,0.032,0.0
17,42.949999999999996,-16.599999999999966,0.063,0.03,0.016
18,56.050000000000004,-22.620000000000005,0.07,0.027,0.02
19,104.77000000000001,-38.639999999999986,0.065,0.027,0.0
20,124.05000000000001,-46.039999999999964,0.073,0.032,0.026
21,161.70000000000002,-51.139999999999986,0.045,0.025,0.0
22,181.85,-50.21999999999997,0.045,0.023,0.025
23,200.23000000000002,-50.26999999999998,0.048,0.025,0.022
24,220.35000000000002,-49.839999999999975,0.054,0.027,0.025
25,235.95999999999998,-48.46999999999997,0.052,0.025,0.02
26,256.6,-48.849999999999966,0.05,0.026,0.026
27,272.43,-46.870000000000005,0.054,0.029,0.02
28,292.77,-46.25,0.048,0.022,0.025
29,314.34000000000003,-43.860000000000014,0.054,0.026,0.027
30,329.2,-46.77999999999997,0.062,0.028,0.02
31,348.77,-45.599999999999966,0.06,0.031,0.025
32,362.98,-45.06999999999999,0.069,0.031,0.018
33,375.01,-44.360000000000014,0.065,0.035,0.015
34,388.12,-44.31999999999999,0.069,0.028,0.016
35,398.34000000000003,-40.00999999999999,0.042,0.022,0.015
